type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1057072,Kher Hui Ng and Steve  Benford and Boriana  Koleva,,,,,,,,PINS Push in and POUTS Pop out: Creating a Tangible Pin-board That Ejects Physical Documents,1981--1984,,4,"actuation, interactive surfaces, tangible user interfaces",10.1145/1056808.1057072,,,,,,,2005,,CHI '05 Extended Abstracts on Human Factors in Computing Systems,CHI EA '05,,1-59593-002-7,"Portland, OR, USA",ACM,"New York, NY, USA"
article,2935873,Jean-Luc  Hak and Marco  Winckler and David  Navarre,,,,,,,,PANDA: Prototyping Using Annotation and Decision Analysis,171--176,,6,"annotation, human computer interaction, user interface prototyping, user-centered design",10.1145/2933242.2935873,,,,,,,2016,,Proceedings of the 8th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '16,,978-1-4503-4322-0,"Brussels, Belgium",ACM,"New York, NY, USA"
article,2147784,Nicola  Yuill and Yvonne  Rogers,,,,,,,,Mechanisms for Collaboration: A Design and Evaluation Framework for Multi-user Interfaces,1:1--1:25,1,25,"Collaboration, constraints, multi-user interfaces",10.1145/2147783.2147784,ACM Trans. Comput.-Hum. Interact.,March 2012,19,1,,May,2012,1073-0516,,,,,,ACM,"New York, NY, USA"
article,2379262,Jaspaljeet Singh Dhillon and Czarina  Ramos and Burkhard C. W&#252;nsche and Christof  Lutteroth,,,,,,,,Leveraging Consumer Sensing Devices for Telehealth,29--35,,7,"elderly, human computer interfaces, telehealth",10.1145/2379256.2379262,,,,,,,2012,,Proceedings of the 13th International Conference of the NZ Chapter of the ACM's Special Interest Group on Human-Computer Interaction,CHINZ '12,,978-1-4503-1474-9,"Dunedin, New Zealand",ACM,"New York, NY, USA"
article,2540979,Timothy M. Simon and Bruce H. Thomas and Ross T. Smith and Mark  Smith,,,,,,,,Adding Input Controls and Sensors to RFID Tags to Support Dynamic Tangible User Interfaces,165--172,,8,"RFID, haptics, sensors, tangible user interfaces, user interfaces",10.1145/2540930.2540979,,,,,,,2013,,"Proceedings of the 8th International Conference on Tangible, Embedded and Embodied Interaction",TEI '14,,978-1-4503-2635-3,"Munich, Germany",ACM,"New York, NY, USA"
article,324334,Alain D. M .G. Vaillancourt,,,,,,,,Generated Glyphs As Memorable Desktop Icons for Document,9--12,,4,hardware/software interface,10.1145/324332.324334,,,,,,,1998,,Proceedings of the 1998 Workshop on New Paradigms in Information Visualization and Manipulation,NPIV '98,,1-58113-179-8,"Washington, D.C., USA",ACM,"New York, NY, USA"
article,1992004,Markus  Schedl and Christian  H&#246;glinger and Peter  Knees,,,,,,,,Large-scale Music Exploration in Hierarchically Organized Landscapes Using Prototypicality Information,8:1--8:7,8,7,"human-computer interaction, music information extraction, unsupervised learning, user interface",10.1145/1991996.1992004,,,,,,,2011,,Proceedings of the 1st ACM International Conference on Multimedia Retrieval,ICMR '11,,978-1-4503-0336-1,"Trento, Italy",ACM,"New York, NY, USA"
proceeding,820086,,Robert  Biddle and Bruce  Thomas,,,,,,,,,,,,,,,,,,,2003,,Proceedings of the Fourth Australasian User Interface Conference on User Interfaces 2003 - Volume 18,,,0-909925-96-8,"Adelaide, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,1120256,Lucy Terry Nowell,,,,,,,,Graphical Encoding in Information Visualization,65--66,,2,"graphical encoding, iconic display, information visualization, user interface design",10.1145/1120212.1120256,,,,,,,1997,,CHI '97 Extended Abstracts on Human Factors in Computing Systems,CHI EA '97,,0-89791-926-2,"Atlanta, Georgia",ACM,"New York, NY, USA"
article,1385672,Alexander  Repenning and Andri  Ioannidou,,,,,,,,End-user Visualizations,492--493,,2,"3D graphics, end-user programming, real-time image warping",10.1145/1385569.1385672,,,,,,,2008,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '08,,978-1-60558-141-5,"Napoli, Italy",ACM,"New York, NY, USA"
article,2504781,Heather  Brotherton and J. Eric Dietz and John  McGrory and Fredrick  Mtenzi,,,,,,,,Energy Overhead of the Graphical User Interface in Server Operating Systems,65--68,,4,"data center management, graphical user interface, system administration",10.1145/2504776.2504781,,,,,,,2013,,Proceedings of the 41st Annual ACM SIGUCCS Conference on User Services,SIGUCCS '13,,978-1-4503-2318-5,"Chicago, Illinois, USA",ACM,"New York, NY, USA"
article,2542136,Wontae  Choi,,,,,,,,Automated Testing of Graphical User Interfaces: A New Algorithm and Challenges,27--28,,2,"android, automata, gui testing, learning",10.1145/2542128.2542136,,,,,,,2013,,Proceedings of the 2013 ACM Workshop on Mobile Development Lifecycle,MobileDeLi '13,,978-1-4503-2603-2,"Indianapolis, Indiana, USA",ACM,"New York, NY, USA"
article,1670293,Felipe Gomes de Carvalho and Alberto  Raposo and Marcelo  Gattass,,,,,,,,Designing a Hybrid User Interface: A Case Study on an Oil and Gas Application,191--196,,6,"3D interaction, hybrid user interface, interaction devices, transitional interface",10.1145/1670252.1670293,,,,,,,2009,,Proceedings of the 8th International Conference on Virtual Reality Continuum and Its Applications in Industry,VRCAI '09,,978-1-60558-912-1,"Yokohama, Japan",ACM,"New York, NY, USA"
article,354437,Derek  DiFilippo and Dinesh K. Pai,,,,,,,,The AHI: An Audio and Haptic Interface for Contact Interactions,149--158,,10,"audio, haptics, latency, multimodal, synchronization, user interface",10.1145/354401.354437,,,,,,,2000,,Proceedings of the 13th Annual ACM Symposium on User Interface Software and Technology,UIST '00,,1-58113-212-3,"San Diego, California, USA",ACM,"New York, NY, USA"
article,572037,Tomas  Sokoler and H&#229;kan  Edeholt,,,,,,,,Physically Embodied Video Snippets Supporting Collaborative Exploration of Video Material During Design Sessions,139--148,,10,"RFID tag technology, augmented reality, multimedia interfaces, paper interfaces, tangible user interfaces",10.1145/572020.572037,,,,,,,2002,,Proceedings of the Second Nordic Conference on Human-computer Interaction,NordiCHI '02,,1-58113-616-1,"Aarhus, Denmark",ACM,"New York, NY, USA"
article,634346,Anind K. Dey and Peter  Ljungstrand and Albrecht  Schmidt,,,,,,,,Distributed and Disappearing User Interfaces in Ubiquitous Computing,487--488,,2,"context-awareness, disappearing user interfaces, distributed user interfaces, invisible computing, ubiquitous computing",10.1145/634067.634346,,,,,,,2001,,CHI '01 Extended Abstracts on Human Factors in Computing Systems,CHI EA '01,,1-58113-340-5,"Seattle, Washington",ACM,"New York, NY, USA"
article,2856798,Xavier  Amatriain,,,,,,,,"Past, Present, and Future of Recommender Systems: An Industry Perspective",1--1,,1,"recommender systems, user interfaces",10.1145/2856767.2856798,,,,,,,2016,,Proceedings of the 21st International Conference on Intelligent User Interfaces,IUI '16,,978-1-4503-4137-0,"Sonoma, California, USA",ACM,"New York, NY, USA"
article,2425323,Dogan  Demir and Kenes  Beketayev and Gunther H. Weber and Peer-Timo  Bremer and Valerio  Pascucci and Bernd  Hamann,,,,,,,,Topology Exploration with Hierarchical Landscapes,147--154,,8,"graphics user interface, scalar field visualization, topological landscapes",10.1145/2425296.2425323,,,,,,,2012,,Proceedings of the Workshop at SIGGRAPH Asia,WASA '12,,978-1-4503-1835-8,"Singapore, Singapore",ACM,"New York, NY, USA"
article,345362,Oscar  Pastor and Pedro J. Molina and Alberto  Aparicio,,,,,,,,Specifying Interface Properties in Object-oriented Conceptual Models,302--304,,3,"automatic code generation, graphic environments, human computer interfaces, object-oriented methods, object-oriented paradigm, patterns",10.1145/345513.345362,,,,,,,2000,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '00,,1-58113-252-2,"Palermo, Italy",ACM,"New York, NY, USA"
article,2858526,Andrew  Warr and Ed H. Chi and Helen  Harris and Alexander  Kuscher and Jenn  Chen and Robert  Flack and Nicholas  Jitkoff,,,,,,,,Window Shopping: A Study of Desktop Window Switching,3335--3338,,4,"user interfaces, window management",10.1145/2858036.2858526,,,,,,,2016,,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI '16,,978-1-4503-3362-7,"Santa Clara, California, USA",ACM,"New York, NY, USA"
article,1268820,Joseph  Distasio and Thomas  Way,,,,,,,,Inclusive Computer Science Education Using a Ready-made Computer Game Framework,116--120,,5,"artificial intelligence, computer graphics, computer science education, game programming, user interface design",10.1145/1269900.1268820,SIGCSE Bull.,September 2007,39,3,,June,2007,0097-8418,,,,,,ACM,"New York, NY, USA"
article,1268820,Joseph  Distasio and Thomas  Way,,,,,,,,Inclusive Computer Science Education Using a Ready-made Computer Game Framework,116--120,,5,"artificial intelligence, computer graphics, computer science education, game programming, user interface design",10.1145/1268784.1268820,,,,,,,2007,,Proceedings of the 12th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '07,,978-1-59593-610-3,"Dundee, Scotland",ACM,"New York, NY, USA"
article,1111526,Robert  Bridle and Eric  McCreath,,,,,,,,Inducing Shortcuts on a Mobile Phone Interface,327--329,,3,"adaptive user-interface, mobile phone interfaces, user oriented machine learning",10.1145/1111449.1111526,,,,,,,2006,,Proceedings of the 11th International Conference on Intelligent User Interfaces,IUI '06,,1-59593-287-9,"Sydney, Australia",ACM,"New York, NY, USA"
article,1878872,Alain P.C.I. Hong and Sjoerd  van Heugten and Tom  Kooken and Nikkie  Vinke and Myrtille  Vromans and Suleman  Shahid,,,,,,,,The Augenda: Structuring the Lives of Autistic Teenagers,283--284,,2,"agendas, autism, children, design, user interface",10.1145/1878803.1878872,,,,,,,2010,,Proceedings of the 12th International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS '10,,978-1-60558-881-0,"Orlando, Florida, USA",ACM,"New York, NY, USA"
article,1152251,Daniel F. Zucker and Elizabeth  Dykstra-Erickson and Michimasa  Uematsu and Tomy  Kamada,,,,,,,,Implementing Device UI in Standards-based Markup,173--176,,4,"DOM, ECMAScript, HTML, browser, markup, user interface",10.1145/1152215.1152251,,,,,,,2006,,Proceedings of the 8th Conference on Human-computer Interaction with Mobile Devices and Services,MobileHCI '06,,1-59593-390-5,"Helsinki, Finland",ACM,"New York, NY, USA"
article,1570491,George  Vellis,,,,,,,,Model-based Development of Synchronous Collaborative User Interfaces,309--312,,4,"model-based ui development, multi-user interfaces, synchronous groupware, user interface description languages (uidl)",10.1145/1570433.1570491,,,,,,,2009,,Proceedings of the 1st ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '09,,978-1-60558-600-7,"Pittsburgh, PA, USA",ACM,"New York, NY, USA"
article,985941,Michael  Morgan and Laura  Borns,,,,,,,,360 Degrees of Usability,795--809,,15,"evaluation/methodology, graphical user interfaces (GUI), human-centered design, internet e-commerce website, online auctions, usability research, user experience, user research, user-centered design",10.1145/985921.985941,,,,,,,2004,,CHI '04 Extended Abstracts on Human Factors in Computing Systems,CHI EA '04,,1-58113-703-6,"Vienna, Austria",ACM,"New York, NY, USA"
article,820099,John  Grundy and Biao  Yang,,,,,,,,"An Environment for Developing Adaptive, Multi-device User Interfaces",47--56,,10,"adaptive user interfaces, mobile user interfaces, multi-device user interfaces, thin-client user interfaces, user interface design tools",,,,,,,,2003,,Proceedings of the Fourth Australasian User Interface Conference on User Interfaces 2003 - Volume 18,AUIC '03,,0-909925-96-8,"Adelaide, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,1754172,Steven C. Seow and Dennis  Wixon and Ann  Morrison and Giulio  Jacucci,,,,,,,,Natural User Interfaces: The Prospect and Challenge of Touch and Gestural Computing,4453--4456,,4,"NUI, gesure, multitouch, natural user interface, surface, surface computing, touch",10.1145/1753846.1754172,,,,,,,2010,,CHI '10 Extended Abstracts on Human Factors in Computing Systems,CHI EA '10,,978-1-60558-930-5,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
article,1029220,Jonathan  McPherson and Kwan-Liu  Ma and Paul  Krystosk and Tony  Bartoletti and Marvin  Christensen,,,,,,,,PortVis: A Tool for Port-based Detection of Security Events,73--81,,9,"information visualization, network security, user interfaces",10.1145/1029208.1029220,,,,,,,2004,,Proceedings of the 2004 ACM Workshop on Visualization and Data Mining for Computer Security,VizSEC/DMSEC '04,,1-58113-974-8,"Washington DC, USA",ACM,"New York, NY, USA"
article,1843041,Berardina  De Carolis and Irene  Mazzotta and Nicole  Novielli and Sebastiano  Pizzutilo,,,,,,,,Social Robots and ECAs for Accessing Smart Environments Services,275--278,,4,"animated interfaces, interface evaluation",10.1145/1842993.1843041,,,,,,,2010,,Proceedings of the International Conference on Advanced Visual Interfaces,AVI '10,,978-1-4503-0076-6,"Roma, Italy",ACM,"New York, NY, USA"
article,1409077,Connelly  Barnes and David E. Jacobs and Jason  Sanders and Dan B Goldman and Szymon  Rusinkiewicz and Adam  Finkelstein and Maneesh  Agrawala,,,,,,,,Video Puppetry: A Performative Interface for Cutout Animation,124:1--124:9,124,9,"animation, real-time, tangible user interface, vision",10.1145/1409060.1409077,ACM Trans. Graph.,December 2008,27,5,,December,2008,0730-0301,,,,,,ACM,"New York, NY, USA"
article,1409077,Connelly  Barnes and David E. Jacobs and Jason  Sanders and Dan B Goldman and Szymon  Rusinkiewicz and Adam  Finkelstein and Maneesh  Agrawala,,,,,,,,Video Puppetry: A Performative Interface for Cutout Animation,124:1--124:9,124,9,"animation, real-time, tangible user interface, vision",10.1145/1457515.1409077,,,,,,,2008,,ACM SIGGRAPH Asia 2008 Papers,SIGGRAPH Asia '08,,978-1-4503-1831-0,Singapore,ACM,"New York, NY, USA"
article,2396726,Dirk  Schnelle-Walka,,,,,,,,I Tell You Something,10:1--10:26,10,26,"patterns, voice user interface",10.1145/2396716.2396726,,,,,,,2012,,Proceedings of the 16th European Conference on Pattern Languages of Programs,EuroPLoP '11,,978-1-4503-1302-5,"Irsee, Germany",ACM,"New York, NY, USA"
article,338702,Maria Elena Bonfigi and Luigi  Calori and Antonella  Guidazzoli,,,,,,,,Nu.M.E.: A WWW Virtual Historic Museum of the City of Bologna,956--961,,6,"history, navigation tools, user interface, virtual relaity",10.1145/338407.338702,,,,,,,2000,,Proceedings of the 2000 ACM Symposium on Applied Computing - Volume 2,SAC '00,,1-58113-240-9,"Como, Italy",ACM,"New York, NY, USA"
article,2400101,Alexandre M. A. Maciel and Rodrigo L. Rodrigues and Pablo V. A. Barros and Edson C. B. Carvalho,,,,,,,,Desenvolvendo Solu\c{C}\~{O}Es Com Interface Baseada Em Voz,59--62,,4,"framework, tutorial, voice user interface",,,,,,,,2012,,Companion Proceedings of the 11th Brazilian Symposium on Human Factors in Computing Systems,IHC '12,,978-85-7669-262-1,"Cuiaba, Brazil",Brazilian Computer Society,"Porto Alegre, Brazil, Brazil"
article,1502652,Trevor  Darrell,,,,,,,,Invited Talk: Image Recognition for Intelligent Interfaces,1--2,,2,"computer vision, object recognition, user interfaces",10.1145/1502650.1502652,,,,,,,2009,,Proceedings of the 14th International Conference on Intelligent User Interfaces,IUI '09,,978-1-60558-168-2,"Sanibel Island, Florida, USA",ACM,"New York, NY, USA"
article,1456547,Luis  Santa-Maria and Mary C. Dyson,,,,,,,,The Effect of Violating Visual Conventions of a Website on User Performance and Disorientation: How Bad Can It Be?,47--54,,8,"conventions, genres, interface, navigation",10.1145/1456536.1456547,,,,,,,2008,,Proceedings of the 26th Annual ACM International Conference on Design of Communication,SIGDOC '08,,978-1-60558-083-8,"Lisbon, Portugal",ACM,"New York, NY, USA"
article,354463,William  Bares and Scott  McDermott and Christina  Boudreaux and Somying  Thainimit,,,,,,,,Virtual 3D Camera Composition from Frame Constraints,177--186,,10,"constraints, user interfaces, virtual 3D cameras",10.1145/354384.354463,,,,,,,2000,,Proceedings of the Eighth ACM International Conference on Multimedia,MULTIMEDIA '00,,1-58113-198-4,"Marina del Rey, California, USA",ACM,"New York, NY, USA"
article,2494267,Bruna C.R. Cunha and Olib&#225;rio J. Machado Neto and Maria da Gra&#231;a  Pimentel,,,,,,,,MoViA: A Mobile Video Annotation Tool,219--222,,4,"authoring, mobile devices, user interfaces, video annotation",10.1145/2494266.2494267,,,,,,,2013,,Proceedings of the 2013 ACM Symposium on Document Engineering,DocEng '13,,978-1-4503-1789-4,"Florence, Italy",ACM,"New York, NY, USA"
article,996363,Neema  Moraveji,,,,,,,,Improving Video Browsing with an Eye-tracking Evaluation of Feature-based Color Bars,49--50,,2,"digital video, user interface",10.1145/996350.996363,,,,,,,2004,,Proceedings of the 4th ACM/IEEE-CS Joint Conference on Digital Libraries,JCDL '04,,1-58113-832-6,"Tuscon, AZ, USA",ACM,"New York, NY, USA"
article,2502007,Clemens  Zeidler and Christof  Lutteroth and Wolfgang  Sturzlinger and Gerald  Weber,,,,,,,,The Auckland Layout Editor: An Improved GUI Layout Specification Process,343--352,,10,"constraint-based layout, gui builder, layout editing, layout manager",10.1145/2501988.2502007,,,,,,,2013,,Proceedings of the 26th Annual ACM Symposium on User Interface Software and Technology,UIST '13,,978-1-4503-2268-3,"St. Andrews, Scotland, United Kingdom",ACM,"New York, NY, USA"
article,1452394,George  Drettakis,,,,,,,,Audiovisual 3D Rendering As a Tool for Multimodal Interfaces,203--204,,2,"3d audio, computer graphics",10.1145/1452392.1452394,,,,,,,2008,,Proceedings of the 10th International Conference on Multimodal Interfaces,ICMI '08,,978-1-60558-198-9,"Chania, Crete, Greece",ACM,"New York, NY, USA"
article,1057026,David  Smith and Matthew  Donald and Daniel  Chen and Daniel  Cheng and Changuk  Sohn and Aadil  Mamuji and David  Holman and Roel  Vertegaal,,,,,,,,OverHear: Augmenting Attention in Remote Social Gatherings Through Computer-mediated Hearing,1801--1804,,4,"attentive user interfaces, audio interfaces, eye tracking",10.1145/1056808.1057026,,,,,,,2005,,CHI '05 Extended Abstracts on Human Factors in Computing Systems,CHI EA '05,,1-59593-002-7,"Portland, OR, USA",ACM,"New York, NY, USA"
article,2407359,Florian  Larrue and H&#233;l&#232;ne  Sauz&#233;on and Lioubov  Aguilova and Fabien  Lotte and Martin  Hachet and Bernard  NKaoua,,,,,,,,Brain Computer Interface vs Walking Interface in VR: The Impact of Motor Activity on Spatial Transfer,113--120,,8,"brain computer interface, interfaces, navigation, spatial cognition, treadmill, user study, virtual reality",10.1145/2407336.2407359,,,,,,,2012,,Proceedings of the 18th ACM Symposium on Virtual Reality Software and Technology,VRST '12,,978-1-4503-1469-5,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,1992058,Daniele  Panza and Andrea  Vitali and Alexandro  Sentinelli and Luca  Celetto,,,,,,,,Embracing Semantics in Zoomable User Interface,62:1--62:2,62,2,"browsing, interface, multimedia retrieval, semantics, user interface, zoomable",10.1145/1991996.1992058,,,,,,,2011,,Proceedings of the 1st ACM International Conference on Multimedia Retrieval,ICMR '11,,978-1-4503-0336-1,"Trento, Italy",ACM,"New York, NY, USA"
article,1283890,Beno&#238;t  Encelle and Nadine  Baptiste-Jessel,,,,,,,,A Transformation Framework for Building Personalized User Interfaces for Browsing XML Content,49--57,,9,"adaptable user interfaces, model-based user interfaces, transformational approaches, user-interfaces for the elderly or disabled",10.1145/1283880.1283890,,,,,,,2007,,Proceedings of the 2007 International Workshop on Semantically Aware Document Processing and Indexing,SADPI '07,,978-1-59593-668-4,"Montpellier, France",ACM,"New York, NY, USA"
article,1962379,Lewis L. Chuang and Hans-Joachim  Bieg and Heinrich H. B&#252;lthoff and Roland W. Fleming,,,,,,,,Measuring Unrestrained Gaze on Wall-sized Displays,347--348,,2,"bodytracking, eyetracking, large displays, multi-modal interfaces, user-interfaces",10.1145/1962300.1962379,,,,,,,2010,,Proceedings of the 28th Annual European Conference on Cognitive Ergonomics,ECCE '10,,978-1-60558-946-6,"Delft, Netherlands",ACM,"New York, NY, USA"
article,192190,Marc  Levoy,,,,,,,,Spreadsheets for Images,139--146,,8,"data visualization, flow charts, spreadsheets, user interfaces, visual programming languages",10.1145/192161.192190,,,,,,,1994,,Proceedings of the 21st Annual Conference on Computer Graphics and Interactive Techniques,SIGGRAPH '94,,0-89791-667-0,,ACM,"New York, NY, USA"
article,170012,Thomas  K&#252;hme,,,,,,,,A User-centered Approach to Adaptive Interfaces,243--245,,3,"adaptive user interfaces, user modeling",10.1145/169891.170012,,,,,,,1993,,Proceedings of the 1st International Conference on Intelligent User Interfaces,IUI '93,,0-89791-556-9,"Orlando, Florida, USA",ACM,"New York, NY, USA"
article,1148649,Alexandre  Demeure and Sylvie  Rouillard and Fran&#231;ois  B&#233;rard and Gaelle  Calvary,,,,,,,,Requis Et Pistes Pour Les Futures Bo\^{\i}Tes \`{a} Outils D'Interaction Graphiques,211--214,,4,"distribution, graphical user interfaces, multi-input, multi-screen, scene graph",10.1145/1148613.1148649,,,,,,,2004,,Proceedings of the 16th Conference on L'Interaction Homme-Machine,IHM '04,,1-58113-926-8,"Namur, Belgium",ACM,"New York, NY, USA"
article,1180719,Lei  Zhang and Le  Chen and Feng  Jing and Kefeng  Deng and Wei-Ying  Ma,,,,,,,,EnjoyPhoto: A Vertical Image Search Engine for Enjoying High-quality Photos,367--376,,10,"high-quality photo, image browsing interface, user interface, user study, vertical search",10.1145/1180639.1180719,,,,,,,2006,,Proceedings of the 14th ACM International Conference on Multimedia,MM '06,,1-59593-447-2,"Santa Barbara, CA, USA",ACM,"New York, NY, USA"
article,128691,Wolfgang  Wahlster,,,,,,,,User and Discourse Models for Multimodal Communication,45--67,,23,,10.1145/107215.128691,,,,,,,,,Intelligent User Interfaces,,,0-201-50305-0,,ACM,"New York, NY, USA"
article,2856797,Cecilia  di Sciascio and Vedran  Sabol and Eduardo E. Veas,,,,,,,,Rank As You Go: User-Driven Exploration of Search Results,118--129,,12,"interaction, search interface, user study, visual analytics",10.1145/2856767.2856797,,,,,,,2016,,Proceedings of the 21st International Conference on Intelligent User Interfaces,IUI '16,,978-1-4503-4137-0,"Sonoma, California, USA",ACM,"New York, NY, USA"
article,2820632,Yoann  Gabillon,,,,,,,,User Interface Composition: Operators and Composability Checking,13:1--13:8,13,8,"operators and composability checking, user interface composition",10.1145/2820619.2820632,,,,,,,2015,,Proceedings of the 27th Conference on L'Interaction Homme-Machine,IHM '15,,978-1-4503-3844-8,"Toulouse, France",ACM,"New York, NY, USA"
article,2582059,Tsutomu  Terada and Seiji  Takeda and Masahiko  Tsukamoto and Yutaka  Yanagisawa and Yasue  Kishino and Takayuki  Sugyama,,,,,,,,On Achieving Dependability for Wearable Computing by Device Bypassing,8:1--8:4,8,4,"dependability, wearable computing, wearable user interfaces",10.1145/2582051.2582059,,,,,,,2014,,Proceedings of the 5th Augmented Human International Conference,AH '14,,978-1-4503-2761-9,"Kobe, Japan",ACM,"New York, NY, USA"
article,2610289,Juergen  Ziegler and Jose Creissac Campos and Laurence  Nigay,,,,,,,,HCI Engineering: Charting the Way Towards Methods and Tools for Advanced Interactive Systems,299--300,,2,"human-computer interaction, user interface engineering",10.1145/2607023.2610289,,,,,,,2014,,Proceedings of the 2014 ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '14,,978-1-4503-2725-1,"Rome, Italy",ACM,"New York, NY, USA"
article,1891509,Yao-Jen  Chang and Tsen-Yung  Wang,,,,,,,,Comparing Picture and Video Prompting in Autonomous Indoor Wayfinding for Individuals with Cognitive Impairments,737--747,,11,"Bluetooth, Cognitive impairments, Ubiquitous computing, User interface",10.1007/s00779-010-0285-9,Personal Ubiquitous Comput.,December  2010,14,8,,December,2010,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,2254706,Joshua  Peschke and Fabian  G&#246;bel and Thomas  Gr&#252;nder and Mandy  Keck and Dietrich  Kammer and Rainer  Groh,,,,,,,,DepthTouch: An Elastic Surface for Tangible Computing,770--771,,2,"depth sensors, natural user interfaces, tangible computing",10.1145/2254556.2254706,,,,,,,2012,,Proceedings of the International Working Conference on Advanced Visual Interfaces,AVI '12,,978-1-4503-1287-5,"Capri Island, Italy",ACM,"New York, NY, USA"
article,2973819,Christoph  Korinke and Tim Claudius Stratmann and Tim  Laue and Susanne  Boll,,,,,,,,SuperSelect: An Interactive Superpixel-Based Segmentation Method for Touch Displays,717--719,,3,"human computer interaction, segmentation, user interface",10.1145/2964284.2973819,,,,,,,2016,,Proceedings of the 2016 ACM on Multimedia Conference,MM '16,,978-1-4503-3603-1,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,988590,Abid  Kamran and Michael B. Feldman,,,,,,,,Graphics Programming Independent of Interaction Techniques and Styles,58--66,,9,"computer graphics, device independence, interaction abstraction, interaction style, interactive systems, user interface management systems",10.1145/988584.988590,SIGGRAPH Comput. Graph.,January 1983,17,1,,January,1983,0097-8930,,,,,,ACM,"New York, NY, USA"
article,1241100,Ryen W. White and Steven M. Drucker and Gary  Marchionini and Marti  Hearst and m. c. schraefel,,,,,,,,Exploratory Search and HCI: Designing and Evaluating Interfaces to Support Exploratory Search Interaction,2877--2880,,4,"evaluation, exploratory search, user interfaces",10.1145/1240866.1241100,,,,,,,2007,,CHI '07 Extended Abstracts on Human Factors in Computing Systems,CHI EA '07,,978-1-59593-642-4,"San Jose, CA, USA",ACM,"New York, NY, USA"
article,2541055,Lu  Chen and Caslon  Chua,,,,,,,,Interactive Interface for Query Formulation,507--510,,4,search interfaces,10.1145/2541016.2541055,,,,,,,2013,,"Proceedings of the 25th Australian Computer-Human Interaction Conference: Augmentation, Application, Innovation, Collaboration",OzCHI '13,,978-1-4503-2525-7,"Adelaide, Australia",ACM,"New York, NY, USA"
article,1111483,Jos&#233; Pascual Molina Mass&#243; and Jean  Vanderdonckt and Pascual Gonz&#225;lez L&#243;pez,,,,,,,,Direct Manipulation of User Interfaces for Migration,140--147,,8,"migration, virtual environment",10.1145/1111449.1111483,,,,,,,2006,,Proceedings of the 11th International Conference on Intelligent User Interfaces,IUI '06,,1-59593-287-9,"Sydney, Australia",ACM,"New York, NY, USA"
article,237107,Eric  Lecolinet,,,,,,,,XXL: A Dual Approach for Building User Interfaces,99--108,,10,"distributed interfaces, interface builders, iterative development, scripting languages, textual and visual equivalence, user interface software",10.1145/237091.237107,,,,,,,1996,,Proceedings of the 9th Annual ACM Symposium on User Interface Software and Technology,UIST '96,,0-89791-798-7,"Seattle, Washington, USA",ACM,"New York, NY, USA"
article,1409076,Takaaki  Shiratori and Jessica K. Hodgins,,,,,,,,Accelerometer-based User Interfaces for the Control of a Physically Simulated Character,123:1--123:9,123,9,"Wiimotes, character animation, physical simulation, user interface",10.1145/1409060.1409076,ACM Trans. Graph.,December 2008,27,5,,December,2008,0730-0301,,,,,,ACM,"New York, NY, USA"
article,1409076,Takaaki  Shiratori and Jessica K. Hodgins,,,,,,,,Accelerometer-based User Interfaces for the Control of a Physically Simulated Character,123:1--123:9,123,9,"Wiimotes, character animation, physical simulation, user interface",10.1145/1457515.1409076,,,,,,,2008,,ACM SIGGRAPH Asia 2008 Papers,SIGGRAPH Asia '08,,978-1-4503-1831-0,Singapore,ACM,"New York, NY, USA"
article,1056847,Patricia L. Trbovich,,,,,,,,Phonological and Visual Working Memory in Processing of Route Guidance Information,1132--1133,,2,"distraction, modalities, safety, user interfaces",10.1145/1056808.1056847,,,,,,,2005,,CHI '05 Extended Abstracts on Human Factors in Computing Systems,CHI EA '05,,1-59593-002-7,"Portland, OR, USA",ACM,"New York, NY, USA"
article,1240871,Leah  Findlater,,,,,,,,Design and Evaluation of Reduced-functionality Interfaces,1637--1640,,4,"framework, layered interfaces, minimal interface, reducing features, user study",10.1145/1240866.1240871,,,,,,,2007,,CHI '07 Extended Abstracts on Human Factors in Computing Systems,CHI EA '07,,978-1-59593-642-4,"San Jose, CA, USA",ACM,"New York, NY, USA"
